case_id,fitness,missing_tokens,remaining_tokens,consumed_tokens,produced_tokens,is_fit
travel permit 8749,0.9166666666666666,2,2,24,24,False
travel permit 62773,1.0,0,0,20,20,True
travel permit 4162,1.0,0,0,20,20,True
travel permit 42285,1.0,0,0,24,24,True
travel permit 64285,1.0,0,0,24,24,True
travel permit 23726,1.0,0,0,24,24,True
travel permit 23220,0.9655172413793104,1,1,29,29,False
travel permit 62778,0.8857142857142857,4,4,35,35,False
travel permit 4387,1.0,0,0,23,23,True
travel permit 31869,1.0,0,0,24,24,True
travel permit 47308,1.0,0,0,24,24,True
travel permit 9123,0.9655172413793104,1,1,29,29,False
travel permit 9139,0.8780487804878049,5,5,41,41,False
travel permit 56425,1.0,0,0,26,26,True
travel permit 4742,1.0,0,0,27,27,True
travel permit 4398,1.0,0,0,27,27,True
travel permit 4413,0.9375,2,2,32,32,False
travel permit 27005,0.9142857142857143,3,3,35,35,False
travel permit 3316,1.0,0,0,24,24,True
travel permit 62799,1.0,0,0,20,20,True
travel permit 9171,1.0,0,0,27,27,True
travel permit 5221,1.0,0,0,24,24,True
travel permit 5796,1.0,0,0,24,24,True
travel permit 10148,1.0,0,0,24,24,True
travel permit 31540,1.0,0,0,16,16,True
travel permit 3327,0.9142857142857143,3,3,35,35,False
travel permit 9931,1.0,0,0,24,24,True
travel permit 8759,1.0,0,0,24,24,True
travel permit 23235,0.9210526315789473,3,3,38,38,False
travel permit 9463,0.9642857142857143,1,1,28,28,False
travel permit 9942,1.0,0,0,24,24,True
travel permit 64297,0.9310344827586207,2,2,29,29,False
travel permit 4756,1.0,0,0,29,29,True
travel permit 4454,1.0,0,0,26,26,True
travel permit 27035,0.9024390243902439,4,4,41,41,False
travel permit 64314,1.0,0,0,24,24,True
travel permit 9480,1.0,0,0,33,33,True
travel permit 64326,1.0,0,0,24,24,True
travel permit 9500,0.9615384615384616,1,1,26,26,False
travel permit 56435,1.0,0,0,24,24,True
travel permit 67051,1.0,0,0,24,24,True
travel permit 56445,0.8536585365853658,6,6,41,41,False
travel permit 9953,1.0,0,0,24,24,True
travel permit 56472,1.0,0,0,24,24,True
travel permit 4770,1.0,0,0,24,24,True
travel permit 4465,1.0,0,0,24,24,True
travel permit 43753,1.0,0,0,27,27,True
travel permit 4476,1.0,0,0,24,24,True
travel permit 23262,1.0,0,0,27,27,True
travel permit 9516,1.0,0,0,24,24,True
travel permit 55317,0.9523809523809523,1,1,21,21,False
travel permit 4487,1.0,0,0,24,24,True
travel permit 9984,0.8113207547169812,10,10,53,53,False
travel permit 42297,0.9230769230769231,2,2,26,26,False
travel permit 10022,0.967741935483871,1,1,31,31,False
travel permit 10040,0.9333333333333333,2,2,30,30,False
travel permit 27362,1.0,0,0,27,27,True
travel permit 55329,1.0,0,0,24,24,True
travel permit 4499,1.0,0,0,27,27,True
travel permit 10060,1.0,0,0,20,20,True
travel permit 56482,1.0,0,0,24,24,True
travel permit 3361,1.0,0,0,24,24,True
travel permit 4786,1.0,0,0,24,24,True
travel permit 4894,1.0,0,0,24,24,True
travel permit 5536,1.0,0,0,24,24,True
travel permit 14724,1.0,0,0,24,24,True
travel permit 27384,0.9393939393939394,2,2,33,33,False
travel permit 27375,0.9090909090909091,2,2,22,22,False
travel permit 62804,1.0,0,0,27,27,True
travel permit 4514,1.0,0,0,24,24,True
travel permit 4797,1.0,0,0,24,24,True
travel permit 5216,1.0,0,0,20,20,True
travel permit 56494,1.0,0,0,27,27,True
travel permit 5232,1.0,0,0,20,20,True
travel permit 62819,1.0,0,0,24,24,True
travel permit 23287,1.0,0,0,24,24,True
travel permit 10066,1.0,0,0,24,24,True
travel permit 3372,1.0,0,0,24,24,True
travel permit 5709,1.0,0,0,27,27,True
travel permit 3382,1.0,0,0,24,24,True
travel permit 31879,1.0,0,0,24,24,True
travel permit 56507,1.0,0,0,24,24,True
travel permit 5238,0.7556818181818181,1,4,8,11,False
travel permit 23298,1.0,0,0,24,24,True
travel permit 4807,0.9,3,3,30,30,False
travel permit 10077,1.0,0,0,24,24,True
travel permit 67662,1.0,0,0,20,20,True
travel permit 23308,1.0,0,0,24,24,True
travel permit 5244,1.0,0,0,24,24,True
travel permit 14630,1.0,0,0,24,24,True
travel permit 5256,1.0,0,0,24,24,True
travel permit 62829,0.92,2,2,25,25,False
travel permit 5267,1.0,0,0,24,24,True
travel permit 5278,0.967741935483871,1,1,31,31,False
travel permit 23746,1.0,0,0,27,27,True
travel permit 14640,1.0,0,0,26,26,True
travel permit 31547,1.0,0,0,24,24,True
travel permit 31559,1.0,0,0,24,24,True
travel permit 42313,1.0,0,0,26,26,True
travel permit 5445,1.0,0,0,24,24,True
travel permit 42885,0.7556818181818181,1,4,8,11,False
travel permit 5293,1.0,0,0,24,24,True
travel permit 4828,0.9666666666666667,1,1,30,30,False
travel permit 31889,0.8611111111111112,5,5,36,36,False
travel permit 10087,1.0,0,0,27,27,True
travel permit 4848,1.0,0,0,26,26,True
travel permit 67667,0.9333333333333333,2,2,30,30,False
travel permit 3394,1.0,0,0,24,24,True
travel permit 14652,1.0,0,0,24,24,True
travel permit 9542,1.0,0,0,20,20,True
travel permit 67682,0.9166666666666666,3,3,36,36,False
travel permit 5314,0.9333333333333333,2,2,30,30,False
travel permit 3405,1.0,0,0,24,24,True
travel permit 27404,0.9245283018867925,4,4,53,53,False
travel permit 9547,1.0,0,0,20,20,True
travel permit 10100,0.935483870967742,2,2,31,31,False
travel permit 64611,1.0,0,0,24,24,True
travel permit 32004,1.0,0,0,24,24,True
travel permit 23762,1.0,0,0,20,20,True
travel permit 10120,1.0,0,0,20,20,True
travel permit 4879,1.0,0,0,27,27,True
travel permit 23320,1.0,0,0,24,24,True
travel permit 10125,1.0,0,0,24,24,True
travel permit 10136,1.0,0,0,24,24,True
travel permit 3416,1.0,0,0,16,16,True
travel permit 62843,0.9666666666666667,1,1,30,30,False
travel permit 62856,0.8611111111111112,5,5,36,36,False
travel permit 9552,0.9142857142857143,3,3,35,35,False
travel permit 10159,1.0,0,0,20,20,True
travel permit 5335,1.0,0,0,24,24,True
travel permit 64633,1.0,0,0,24,24,True
travel permit 9576,0.8947368421052632,2,2,19,19,False
travel permit 66702,0.9444444444444444,2,2,36,36,False
travel permit 4904,0.9310344827586207,2,2,29,29,False
travel permit 56532,1.0,0,0,24,24,True
travel permit 14662,1.0,0,0,24,24,True
travel permit 4920,1.0,0,0,24,24,True
travel permit 5347,0.9142857142857143,3,3,35,35,False
travel permit 42659,0.9655172413793104,1,1,29,29,False
travel permit 14875,0.9696969696969697,1,1,33,33,False
travel permit 31571,0.9666666666666667,1,1,30,30,False
travel permit 31591,0.96875,1,1,32,32,False
travel permit 62880,1.0,0,0,24,24,True
travel permit 43768,0.9210526315789473,3,3,38,38,False
travel permit 9583,0.8444444444444444,7,7,45,45,False
travel permit 57181,0.858974358974359,11,11,78,78,False
travel permit 14672,1.0,0,0,24,24,True
travel permit 23767,0.8974358974358975,4,4,39,39,False
travel permit 927,1.0,0,0,30,30,True
travel permit 4930,1.0,0,0,24,24,True
travel permit 66722,1.0,0,0,26,26,True
travel permit 4944,1.0,0,0,24,24,True
travel permit 4955,1.0,0,0,27,27,True
travel permit 4969,0.9411764705882353,2,2,34,34,False
travel permit 943,1.0,0,0,24,24,True
travel permit 67061,0.9310344827586207,2,2,29,29,False
travel permit 5368,1.0,0,0,26,26,True
travel permit 953,1.0,0,0,20,20,True
travel permit 5380,1.0,0,0,24,24,True
travel permit 57234,1.0,0,0,24,24,True
travel permit 4994,1.0,0,0,24,24,True
travel permit 5393,0.9583333333333334,1,1,24,24,False
travel permit 64643,1.0,0,0,29,29,True
travel permit 43792,1.0,0,0,20,20,True
travel permit 9618,1.0,0,0,24,24,True
travel permit 31612,0.9696969696969697,1,1,33,33,False
travel permit 960,1.0,0,0,24,24,True
travel permit 62890,0.8947368421052632,2,2,19,19,False
travel permit 14946,1.0,0,0,24,24,True
travel permit 44505,0.8163265306122449,9,9,49,49,False
travel permit 5455,0.85,6,6,40,40,False
travel permit 9628,1.0,0,0,27,27,True
travel permit 5404,0.9393939393939394,2,2,33,33,False
travel permit 5487,0.9655172413793104,1,1,29,29,False
travel permit 42674,1.0,0,0,24,24,True
travel permit 23330,1.0,0,0,24,24,True
travel permit 5505,1.0,0,0,20,20,True
travel permit 32027,1.0,0,0,24,24,True
travel permit 5511,0.9166666666666666,2,2,24,24,False
travel permit 5525,1.0,0,0,24,24,True
travel permit 44549,1.0,0,0,16,16,True
travel permit 3422,1.0,0,0,20,20,True
travel permit 57244,0.9142857142857143,3,3,35,35,False
travel permit 57269,1.0,0,0,24,24,True
travel permit 5546,0.9655172413793104,1,1,29,29,False
travel permit 5561,1.0,0,0,20,20,True
travel permit 14682,1.0,0,0,30,30,True
travel permit 57279,0.9230769230769231,2,2,26,26,False
travel permit 57295,1.0,0,0,24,24,True
travel permit 9643,1.0,0,0,24,24,True
travel permit 42399,1.0,0,0,24,24,True
travel permit 5567,1.0,0,0,27,27,True
travel permit 62897,1.0,0,0,27,27,True
travel permit 23342,1.0,0,0,29,29,True
travel permit 972,1.0,0,0,20,20,True
travel permit 9653,1.0,0,0,24,24,True
travel permit 23931,1.0,0,0,24,24,True
travel permit 9664,1.0,0,0,24,24,True
travel permit 23943,1.0,0,0,30,30,True
travel permit 23959,0.9565217391304348,1,1,23,23,False
travel permit 9685,1.0,0,0,24,24,True
travel permit 5581,1.0,0,0,27,27,True
travel permit 423,1.0,0,0,24,24,True
travel permit 31813,1.0,0,0,27,27,True
travel permit 438,1.0,0,0,20,20,True
travel permit 5597,1.0,0,0,20,20,True
travel permit 5602,1.0,0,0,20,20,True
travel permit 445,1.0,0,0,26,26,True
travel permit 5607,0.9642857142857143,1,1,28,28,False
travel permit 62912,0.7556818181818181,1,4,8,11,False
travel permit 4181,1.0,0,0,24,24,True
travel permit 5422,0.8857142857142857,4,4,35,35,False
travel permit 32037,0.962962962962963,1,1,27,27,False
travel permit 23696,0.9655172413793104,1,1,29,29,False
travel permit 44555,1.0,0,0,24,24,True
travel permit 31914,1.0,0,0,24,24,True
travel permit 64656,0.9259259259259259,2,2,27,27,False
travel permit 5996,1.0,0,0,27,27,True
travel permit 5624,0.92,2,2,25,25,False
travel permit 4194,0.9655172413793104,1,1,29,29,False
travel permit 5638,1.0,0,0,24,24,True
travel permit 1480,1.0,0,0,24,24,True
travel permit 6025,1.0,0,0,24,24,True
travel permit 6009,0.9285714285714286,2,2,28,28,False
travel permit 978,1.0,0,0,24,24,True
travel permit 57305,1.0,0,0,20,20,True
travel permit 32053,1.0,0,0,24,24,True
travel permit 455,0.7285714285714286,1,4,7,10,False
travel permit 31924,1.0,0,0,24,24,True
travel permit 992,0.8780487804878049,5,5,41,41,False
travel permit 461,1.0,0,0,24,24,True
travel permit 473,1.0,0,0,16,16,True
travel permit 480,1.0,0,0,16,16,True
travel permit 23971,0.96875,1,1,32,32,False
travel permit 1019,1.0,0,0,20,20,True
travel permit 486,1.0,0,0,24,24,True
travel permit 6037,0.9655172413793104,1,1,29,29,False
travel permit 5648,1.0,0,0,26,26,True
travel permit 6054,0.90625,3,3,32,32,False
travel permit 4210,1.0,0,0,24,24,True
travel permit 6076,1.0,0,0,18,18,True
travel permit 1025,1.0,0,0,24,24,True
travel permit 1037,0.6944444444444444,1,4,6,9,False
travel permit 14913,0.9655172413793104,1,1,29,29,False
travel permit 14698,1.0,0,0,24,24,True
travel permit 4221,1.0,0,0,24,24,True
travel permit 5662,1.0,0,0,27,27,True
travel permit 24001,0.9655172413793104,1,1,29,29,False
travel permit 497,0.96875,1,1,32,32,False
travel permit 5676,0.96875,1,1,32,32,False
travel permit 6208,1.0,0,0,24,24,True
travel permit 24204,1.0,0,0,26,26,True
travel permit 67076,0.8541666666666666,7,7,48,48,False
travel permit 6219,0.9655172413793104,1,1,29,29,False
travel permit 520,1.0,0,0,20,20,True
travel permit 27438,1.0,0,0,27,27,True
travel permit 32063,1.0,0,0,24,24,True
travel permit 42702,1.0,0,0,26,26,True
travel permit 14710,1.0,0,0,27,27,True
travel permit 4232,1.0,0,0,20,20,True
travel permit 527,1.0,0,0,24,24,True
travel permit 6084,0.92,2,2,25,25,False
travel permit 539,0.8709677419354839,4,4,31,31,False
travel permit 563,0.9142857142857143,3,3,35,35,False
travel permit 67114,1.0,0,0,27,27,True
travel permit 32358,1.0,0,0,27,27,True
travel permit 67128,0.8863636363636364,5,5,44,44,False
travel permit 14930,1.0,0,0,27,27,True
travel permit 1039,1.0,0,0,23,23,True
travel permit 590,1.0,0,0,20,20,True
travel permit 596,0.8484848484848485,5,5,33,33,False
travel permit 32073,0.8823529411764706,4,4,34,34,False
travel permit 622,1.0,0,0,24,24,True
travel permit 42714,1.0,0,0,23,23,True
travel permit 44565,1.0,0,0,20,20,True
travel permit 67705,0.8333333333333334,5,5,30,30,False
travel permit 32690,0.9655172413793104,1,1,29,29,False
travel permit 64674,1.0,0,0,24,24,True
travel permit 6096,1.0,0,0,24,24,True
travel permit 67722,1.0,0,0,27,27,True
travel permit 633,1.0,0,0,24,24,True
travel permit 62917,1.0,0,0,20,20,True
travel permit 6106,0.96875,1,1,32,32,False
travel permit 645,1.0,0,0,26,26,True
travel permit 32146,1.0,0,0,29,29,True
travel permit 1432,1.0,0,0,24,24,True
travel permit 1444,0.9393939393939394,2,2,33,33,False
travel permit 1467,0.9047619047619048,2,2,21,21,False
travel permit 1050,0.9714285714285714,1,1,35,35,False
travel permit 24422,0.9459459459459459,2,2,37,37,False
travel permit 1076,0.967741935483871,1,1,31,31,False
travel permit 4245,1.0,0,0,24,24,True
travel permit 4238,1.0,0,0,16,16,True
travel permit 1095,0.9655172413793104,1,1,29,29,False
travel permit 1493,0.8717948717948718,5,5,39,39,False
travel permit 42725,1.0,0,0,24,24,True
travel permit 34728,1.0,0,0,24,24,True
travel permit 1523,0.9655172413793104,1,1,29,29,False
travel permit 67162,1.0,0,0,24,24,True
travel permit 1124,1.0,0,0,28,28,True
travel permit 1542,1.0,0,0,28,28,True
travel permit 1614,1.0,0,0,20,20,True
travel permit 4664,1.0,0,0,27,27,True
travel permit 44999,1.0,0,0,27,27,True
travel permit 34738,1.0,0,0,24,24,True
travel permit 67735,1.0,0,0,20,20,True
travel permit 1552,1.0,0,0,27,27,True
travel permit 1568,0.9714285714285714,1,1,35,35,False
travel permit 1134,0.9666666666666667,1,1,30,30,False
travel permit 1967,1.0,0,0,24,24,True
travel permit 14734,1.0,0,0,24,24,True
travel permit 1981,1.0,0,0,24,24,True
travel permit 1992,1.0,0,0,24,24,True
travel permit 14744,1.0,0,0,24,24,True
travel permit 32371,1.0,0,0,20,20,True
travel permit 14754,1.0,0,0,20,20,True
travel permit 42686,0.96,1,1,25,25,False
travel permit 2005,1.0,0,0,24,24,True
travel permit 1591,0.96875,1,1,32,32,False
travel permit 2017,1.0,0,0,27,27,True
travel permit 1620,1.0,0,0,24,24,True
travel permit 1632,1.0,0,0,24,24,True
travel permit 2033,1.0,0,0,32,32,True
travel permit 14759,0.9655172413793104,1,1,29,29,False
travel permit 67740,0.9142857142857143,3,3,35,35,False
travel permit 32376,0.8431372549019608,8,8,51,51,False
travel permit 2053,0.9310344827586207,2,2,29,29,False
travel permit 1642,1.0,0,0,26,26,True
travel permit 1654,1.0,0,0,27,27,True
travel permit 2071,1.0,0,0,24,24,True
travel permit 24016,1.0,0,0,29,29,True
travel permit 14775,0.9333333333333333,2,2,30,30,False
travel permit 1669,1.0,0,0,24,24,True
travel permit 2082,1.0,0,0,27,27,True
travel permit 2096,0.962962962962963,1,1,27,27,False
travel permit 1679,1.0,0,0,20,20,True
travel permit 3842,1.0,0,0,24,24,True
travel permit 15983,0.8555555555555556,1,4,15,18,False
travel permit 64717,1.0,0,0,24,24,True
travel permit 24029,0.8780487804878049,5,5,41,41,False
travel permit 2111,1.0,0,0,24,24,True
travel permit 55339,1.0,0,0,24,24,True
travel permit 67760,0.9310344827586207,2,2,29,29,False
travel permit 2125,1.0,0,0,24,24,True
travel permit 2137,1.0,0,0,27,27,True
travel permit 57310,1.0,0,0,27,27,True
travel permit 2152,1.0,0,0,24,24,True
travel permit 2167,0.9259259259259259,2,2,27,27,False
travel permit 2184,1.0,0,0,27,27,True
travel permit 27451,1.0,0,0,24,24,True
travel permit 4255,1.0,0,0,24,24,True
travel permit 44571,1.0,0,0,24,24,True
travel permit 4265,1.0,0,0,24,24,True
travel permit 4275,1.0,0,0,24,24,True
travel permit 2197,1.0,0,0,23,23,True
travel permit 2208,1.0,0,0,24,24,True
travel permit 2221,1.0,0,0,24,24,True
travel permit 2231,1.0,0,0,24,24,True
travel permit 24464,0.9655172413793104,1,1,29,29,False
travel permit 2950,1.0,0,0,26,26,True
travel permit 2960,1.0,0,0,26,26,True
travel permit 15142,1.0,0,0,20,20,True
travel permit 34748,0.96875,1,1,32,32,False
travel permit 24479,0.9428571428571428,2,2,35,35,False
travel permit 24501,1.0,0,0,24,24,True
travel permit 3648,0.8648648648648649,5,5,37,37,False
travel permit 3676,1.0,0,0,27,27,True
travel permit 38108,0.7285714285714286,1,4,7,10,False
travel permit 46411,1.0,0,0,24,24,True
travel permit 42735,1.0,0,0,24,24,True
travel permit 3692,0.9655172413793104,1,1,29,29,False
travel permit 4679,0.9655172413793104,1,1,29,29,False
travel permit 3710,0.9583333333333334,1,1,24,24,False
travel permit 4694,1.0,0,0,24,24,True
travel permit 34769,1.0,0,0,24,24,True
travel permit 4704,1.0,0,0,24,24,True
travel permit 64684,0.9142857142857143,3,3,35,35,False
travel permit 3724,0.9375,2,2,32,32,False
travel permit 5696,1.0,0,0,27,27,True
travel permit 4286,1.0,0,0,20,20,True
travel permit 5016,1.0,0,0,20,20,True
travel permit 3749,1.0,0,0,24,24,True
travel permit 4714,1.0,0,0,27,27,True
travel permit 5786,1.0,0,0,24,24,True
travel permit 62922,1.0,0,0,20,20,True
travel permit 5723,1.0,0,0,24,24,True
travel permit 5735,0.9655172413793104,1,1,29,29,False
travel permit 42747,1.0,0,0,27,27,True
travel permit 44581,0.9444444444444444,2,2,36,36,False
travel permit 3760,1.0,0,0,27,27,True
travel permit 34780,1.0,0,0,27,27,True
travel permit 64704,1.0,0,0,27,27,True
travel permit 5755,1.0,0,0,27,27,True
travel permit 67172,1.0,0,0,27,27,True
travel permit 5770,0.9615384615384616,1,1,26,26,False
travel permit 3773,0.96,1,1,25,25,False
travel permit 3793,1.0,0,0,24,24,True
travel permit 42760,1.0,0,0,24,24,True
travel permit 3804,0.96875,1,1,32,32,False
travel permit 62928,1.0,0,0,20,20,True
travel permit 14902,1.0,0,0,24,24,True
travel permit 5022,1.0,0,0,24,24,True
travel permit 5806,1.0,0,0,24,24,True
travel permit 3823,1.0,0,0,20,20,True
travel permit 32417,0.9210526315789473,3,3,38,38,False
travel permit 62934,1.0,0,0,27,27,True
travel permit 42771,1.0,0,0,24,24,True
travel permit 3830,1.0,0,0,24,24,True
travel permit 67185,1.0,0,0,24,24,True
travel permit 67775,0.9666666666666667,1,1,30,30,False
travel permit 44605,1.0,0,0,24,24,True
travel permit 57323,0.9142857142857143,3,3,35,35,False
travel permit 15147,0.9,3,3,30,30,False
travel permit 32441,1.0,0,0,30,30,True
travel permit 44637,0.7556818181818181,1,4,8,11,False
travel permit 45570,0.8979591836734694,5,5,49,49,False
travel permit 64727,0.7556818181818181,1,4,8,11,False
travel permit 64732,0.9655172413793104,1,1,29,29,False
travel permit 5832,1.0,0,0,27,27,True
travel permit 32460,1.0,0,0,24,24,True
travel permit 24054,0.7640449438202247,21,21,89,89,False
travel permit 27461,1.0,0,0,23,23,True
travel permit 42783,0.96875,1,1,32,32,False
travel permit 64748,0.9444444444444444,1,1,18,18,False
travel permit 42804,1.0,0,0,24,24,True
travel permit 63247,1.0,0,0,20,20,True
travel permit 3865,1.0,0,0,24,24,True
travel permit 3876,0.9142857142857143,3,3,35,35,False
travel permit 67795,1.0,0,0,27,27,True
travel permit 44617,1.0,0,0,24,24,True
travel permit 43122,1.0,0,0,24,24,True
travel permit 67808,0.9166666666666666,2,2,24,24,False
travel permit 5847,1.0,0,0,20,20,True
travel permit 32470,1.0,0,0,24,24,True
travel permit 5853,1.0,0,0,30,30,True
travel permit 24132,0.9310344827586207,2,2,29,29,False
travel permit 15179,0.8823529411764706,6,6,51,51,False
travel permit 3896,0.896551724137931,3,3,29,29,False
travel permit 36988,0.9166666666666666,2,2,24,24,False
travel permit 53501,1.0,0,0,30,30,True
travel permit 3914,0.9655172413793104,1,1,29,29,False
travel permit 57343,0.9655172413793104,1,1,29,29,False
travel permit 43134,1.0,0,0,16,16,True
travel permit 3934,0.8947368421052632,4,4,38,38,False
